base44_id,altura,calculated_price,catalog_active,comprimento,cost_price,created_by,created_by_id,created_date,date,deposit_name,description,discount_percentage,image_urls,is_featured,is_sample,largura,last_dynamic_update,linked_auctions,lot,market_value,notes,peso,price_auction_start,price_buy_now,price_catalog,pricing_formula_id,profit,purchase_order,qty_bom,qty_oficina,qty_perfeito,qty_ruim,quantity,quantity_sold,selling_price_retail,selling_price_wholesale,sold_amount,status,updated_date
6a0f609de8d98c812c9c3cfc,15.0,,false,5.0,22.67,service+06397426-482e-42be-a628-53683e2d1878@no-reply.base44.com,service_06397426-482e-42be-a628-53683e2d1878,2026-05-21T19:44:29.620000,2026-05-21,Bangu,Cola Tenis Borracha Couro Tekbond Bico Anti Entupimento 20g Cor Transparente,,"[""https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQZnqa2tD-OAbzP-L_G9vf4YFIAcb2uzP5l4iwL28BKjJXi3QH_fmK5qNxb8IYTldHGSy6b_4oCXT6YxI43duzdvow28zgWer0JRJ4KUsGH_omVXH4HVDAc"", ""https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRW9mJpnmz5YszKI0Sau4pbIc4_HKzPkDxgWJH8PgW3nO0uIHcb4mQ3zpj_IkiWzQJK4JioOLJHlNNiM1CjvClnPc2-PmIfSEu9KaSkopEkK-uco623xKET4g"", ""https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRL2z-FZPMoWqHbtpurmqnVaF2E9jjV6HioapB31vSyz75myoy2uB-x1OHgVfFmhzRVc_q2utzPIpluLPfL1RYkUcCapcP62rhNM_NFpVjbWwHBjCOerZgc2Q"", ""https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSnzbxK6qXwDh3yaxrPM8IooBv84uH-R6LH8QyNxcEjGUj815ZoZa1JgRBmlIcV8b58Fs_8e5naRvz7ylRbJ5jzUJ7QkyXD2LeDDeUfbpW7lxr2m-h0QvBr7mw"", ""https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTTx0F_Ekxix1Knh4sb3Fp1Cv4BEqWzmVo1AROJ3p9bmuJWdxt6ywqupvavEIbiJszlNoISybNdhoHKlZbKbIonw6hWMFmHRMCQr5xk8izGcwjIgP6WQCQ-eQ""]",false,false,3.0,,[],LOTE 58 - RIO DE JANEIRO - COMPLETO,15.98,"<p>A Cola Tenis Borracha Couro Tekbond é a solução ideal para quem busca reparos rápidos e eficazes em calçados, bolsas e outros itens de couro e borracha. Com 20g de pura eficiência, sua fórmula especial garante aderência superior, criando uma ligação forte e durável mesmo nas condições mais desafiadoras.</p><p>Um dos grandes diferenciais deste produto é seu <strong>bico anti entupimento</strong>, que assegura que a cola esteja sempre pronta para uso, evitando desperdícios e mantendo a aplicação precisa e prática. Além disso, a cola tem secagem rápida e é <strong>transparente</strong> após a aplicação, proporcionando um acabamento impecável em seus consertos.</p><p>Desenvolvida para resistir à umidade e a variações de temperatura, a Cola Tenis Borracha Couro Tekbond oferece segurança e qualidade em cada gota. Ideal para reparos em sapatos esportivos, sandálias, e roupas de couro, é a escolha perfeita para quem valoriza a durabilidade e a estética.</p><p>Experimente a confiança que somente uma marca reconhecida como a Tekbond pode oferecer e mantenha seus itens favoritos em perfeito estado!</p>",0.02,,,12.78,,,,1.0,0.0,0.0,0.0,1.0,0.0,12.78,,,ESTOQUE,2026-05-21T19:50:49.559000
6a0f609de8d98c812c9c3cfd,,,false,,22.67,service+06397426-482e-42be-a628-53683e2d1878@no-reply.base44.com,service_06397426-482e-42be-a628-53683e2d1878,2026-05-21T19:44:29.620000,2026-05-21,Bangu,Kit Com 9 Mini Esponjas De Maquiagem Em Formato De Abacate Para Pó Verde-claro Média,,[],false,false,,,[],LOTE 58 - RIO DE JANEIRO - COMPLETO,104.0,Gerado automaticamente do lote: LOTE 58 - RIO DE JANEIRO - COMPLETO (Mercado Livre),,,,,,,,0.0,0.0,8.0,0.0,8.0,0.0,,,,ESTOQUE,2026-05-21T19:44:29.620000
6a0f609de8d98c812c9c3cfe,,,false,,22.67,service+06397426-482e-42be-a628-53683e2d1878@no-reply.base44.com,service_06397426-482e-42be-a628-53683e2d1878,2026-05-21T19:44:29.620000,2026-05-21,Bangu,Tubo Isolante Esponjoso Blindado 3/4 ( 19mm ) Cobre Ar Cond,,[],false,false,,,[],LOTE 58 - RIO DE JANEIRO - COMPLETO,113.5,Gerado automaticamente do lote: LOTE 58 - RIO DE JANEIRO - COMPLETO (Mercado Livre),,,,,,,,0.0,0.0,10.0,0.0,10.0,0.0,,,,ESTOQUE,2026-05-21T19:44:29.620000
6a0f609de8d98c812c9c3cff,,,false,,22.67,service+06397426-482e-42be-a628-53683e2d1878@no-reply.base44.com,service_06397426-482e-42be-a628-53683e2d1878,2026-05-21T19:44:29.620000,2026-05-21,Bangu,Bomba De Ar Manual Portátil Ballpump Para Piscina Cor Variadas 60psi Sortido,,[],false,false,,,[],LOTE 58 - RIO DE JANEIRO - COMPLETO,10.99,Gerado automaticamente do lote: LOTE 58 - RIO DE JANEIRO - COMPLETO (Mercado Livre),,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,ESTOQUE,2026-05-21T19:44:29.620000
6a0f609de8d98c812c9c3d00,,,false,,22.67,service+06397426-482e-42be-a628-53683e2d1878@no-reply.base44.com,service_06397426-482e-42be-a628-53683e2d1878,2026-05-21T19:44:29.620000,2026-05-21,Bangu,Controle Remoto Para Tv Tcl Smart Teclas Globoplay Netflix Preto,,[],false,false,,,[],LOTE 58 - RIO DE JANEIRO - COMPLETO,8.89,Gerado automaticamente do lote: LOTE 58 - RIO DE JANEIRO - COMPLETO (Mercado Livre),,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,ESTOQUE,2026-05-21T19:44:29.620000
6a0f609de8d98c812c9c3d01,,,false,,22.67,service+06397426-482e-42be-a628-53683e2d1878@no-reply.base44.com,service_06397426-482e-42be-a628-53683e2d1878,2026-05-21T19:44:29.620000,2026-05-21,Bangu,05 Baterias Pilha Cr2032 3v Philips Cr2032p5b/59 Moeda 1 Cartela,,[],false,false,,,[],LOTE 58 - RIO DE JANEIRO - COMPLETO,8.0,Gerado automaticamente do lote: LOTE 58 - RIO DE JANEIRO - COMPLETO (Mercado Livre),,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,ESTOQUE,2026-05-21T19:44:29.620000
6a0f609de8d98c812c9c3d02,,,false,,22.67,service+06397426-482e-42be-a628-53683e2d1878@no-reply.base44.com,service_06397426-482e-42be-a628-53683e2d1878,2026-05-21T19:44:29.620000,2026-05-21,Bangu,Placa Atenção Espaço Confinado Somente Pessoal Autorizado 1 Unidade,,[],false,false,,,[],LOTE 58 - RIO DE JANEIRO - COMPLETO,6.87,Gerado automaticamente do lote: LOTE 58 - RIO DE JANEIRO - COMPLETO (Mercado Livre),,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,ESTOQUE,2026-05-21T19:44:29.620000
6a0f609de8d98c812c9c3d03,,,false,,22.67,service+06397426-482e-42be-a628-53683e2d1878@no-reply.base44.com,service_06397426-482e-42be-a628-53683e2d1878,2026-05-21T19:44:29.620000,2026-05-21,Bangu,Cola Líquido Tekbond Instantânea 2g,,[],false,false,,,[],LOTE 58 - RIO DE JANEIRO - COMPLETO,1.0,Gerado automaticamente do lote: LOTE 58 - RIO DE JANEIRO - COMPLETO (Mercado Livre),,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,ESTOQUE,2026-05-21T19:44:29.620000
6a0f609d52fc0153746e101d,,,false,,22.67,service+06397426-482e-42be-a628-53683e2d1878@no-reply.base44.com,service_06397426-482e-42be-a628-53683e2d1878,2026-05-21T19:44:29.431000,2026-05-21,Bangu,Kit 10 Formas De Gelo Plástica Sortidas,,[],false,false,,,[],LOTE 58 - RIO DE JANEIRO - COMPLETO,20.72,Gerado automaticamente do lote: LOTE 58 - RIO DE JANEIRO - COMPLETO (Mercado Livre),,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,ESTOQUE,2026-05-21T19:44:29.431000
6a0f609d52fc0153746e101e,,,false,,22.67,service+06397426-482e-42be-a628-53683e2d1878@no-reply.base44.com,service_06397426-482e-42be-a628-53683e2d1878,2026-05-21T19:44:29.431000,2026-05-21,Bangu,30 Tags Com Xuxinhas. Lembrancinha Mimo Cliente- Natal,,[],false,false,,,[],LOTE 58 - RIO DE JANEIRO - COMPLETO,40.0,Gerado automaticamente do lote: LOTE 58 - RIO DE JANEIRO - COMPLETO (Mercado Livre),,,,,,,,0.0,0.0,2.0,0.0,2.0,0.0,,,,ESTOQUE,2026-05-21T19:44:29.431000
